,expFolder,probe,_av_IDs,movement_correlation
555,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,265,0.1359740537566396
837,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,132,0.1360081906658272
3514,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,38,0.1362456239729998
3323,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,343,0.136740064293607
2346,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,190,0.1373874774164168
289,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,292,0.138204023022772
888,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,184,0.1406345659244044
3104,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,122,0.1407466296093369
4455,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,136,0.1418633632848707
459,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,165,0.1419068897918648
378,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,82,0.1422737886401919
2275,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,118,0.1449728751394043
69,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,71,0.1473996149367166
140,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,142,0.1482169744988147
3278,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,298,0.1486094271962101
872,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,167,0.1488815239122724
537,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,245,0.1500413602218738
2255,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,98,0.1531250045691507
443,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,149,0.1531507922544608
2564,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,12,0.1535152794553074
3322,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,342,0.1536998099973039
623,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,333,0.1545379251523516
619,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,329,0.1547184206737451
1859,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,80,0.1549655444405835
2281,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,124,0.1557481435683047
4649,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,41,0.155986996212249
3938,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,466,0.1563980749517002
691,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,401,0.1579991869873624
496,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,204,0.1580410845941685
126,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,128,0.1589022102526676
1094,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,391,0.1594662900647467
90,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,92,0.1597420995690573
408,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,114,0.1600485423065212
427,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,133,0.160423183162119
1976,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,198,0.1616744135041048
570,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,280,0.1617052929762358
590,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,300,0.1618575202252413
1981,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,203,0.1620766798412931
2618,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,66,0.1637140634220353
1162,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,459,0.1645221064862342
2750,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,198,0.1652205444696774
3313,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,333,0.1660780600693587
2507,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,352,0.166127052991002
856,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,151,0.1661543773023881
3335,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,355,0.1663142905777188
145,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,147,0.1674416447747794
1110,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,407,0.1677547268561796
99,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,101,0.1679641862963002
2028,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,250,0.1681122731613815
367,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,71,0.1689022314647242
2196,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,36,0.170831423347739
1886,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,107,0.1718997728923353
2809,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,257,0.1724184205989183
3267,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,287,0.1734879069383767
642,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,352,0.1739456110696499
2038,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,260,0.1742285054226687
2764,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,212,0.1747751296880609
1978,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,200,0.175112370911374
1956,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,178,0.1751643230247698
2853,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,301,0.1760457220630569
91,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,93,0.1762096633357293
152,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,154,0.1772913223621275
2328,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,172,0.1802214606759561
419,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,125,0.1818977549794374
323,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,27,0.1832085453421745
160,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,162,0.1837189948775992
421,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,127,0.1859260471106298
3333,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,353,0.1867869856925049
3230,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,249,0.187433674447923
111,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,113,0.1877023161652603
1866,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,87,0.1880062262131756
542,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,250,0.1886778432772784
414,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,120,0.1900169073363545
4658,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,50,0.1924890973355283
2009,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,231,0.1936779445866327
365,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,69,0.1944514513866752
3332,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,352,0.1944753258313298
3327,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,347,0.194627830705747
1839,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,60,0.1954454548598586
2987,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,2,0.196113102957711
1864,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,85,0.196508228333564
415,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,121,0.1971999662931625
169,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,171,0.1974877749937328
4432,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,113,0.1976804705708636
70,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,72,0.2006298165577989
3198,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,217,0.2010038327514132
2811,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,259,0.2011434708928513
569,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,279,0.2043963285099834
1795,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,13,0.2050211180407609
213,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,216,0.2064066863128959
313,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,17,0.208955531285207
2263,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,106,0.2111517810112898
2134,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,356,0.2112030508672493
781,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,76,0.2124317912175078
491,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,199,0.2127404466575573
449,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,155,0.2127989483360846
77,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,79,0.2141991753213051
2791,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,239,0.2143265111658193
4642,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,34,0.2146770036221437
4675,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,67,0.2155085972373224
2148,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,370,0.2155755630963095
2962,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,410,0.2166826246708852
1007,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,304,0.2176695949821915
998,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,295,0.2186448613536188
2842,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,290,0.2199553239060149
689,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,399,0.2208446638707018
826,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,121,0.2222036107370318
553,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,263,0.2223204837551691
3666,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,191,0.2227291912960098
76,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,78,0.2231795982552036
690,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,400,0.2231907081137089
2767,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,215,0.2234120149323729
828,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,123,0.2243172778621481
3576,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,100,0.2249461872540175
119,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,121,0.2279937084253129
4420,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,101,0.2295657566268065
577,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,287,0.2310565365183844
544,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,252,0.233439104962208
2926,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,374,0.2373392336456868
381,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,85,0.2388289545581716
2806,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,254,0.2396707076602244
822,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,117,0.240137196391496
3237,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,256,0.2402887565610823
102,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,104,0.2412095300070644
554,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,264,0.2429518209417263
110,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,112,0.2442360930517884
428,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,134,0.245070668005846
855,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,150,0.2463473045007835
1792,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,10,0.2463673372778673
121,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,123,0.2470258659167335
3219,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,238,0.2491470674314631
2041,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,263,0.2497740278730936
2182,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,22,0.2530575939978847
2365,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,209,0.2531948126814278
402,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,106,0.2544343506272138
250,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,253,0.2555252898931523
2831,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,279,0.2563733788623204
2258,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,101,0.257604678263359
3053,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,70,0.2614013815405812
2803,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,251,0.2614469877713953
2790,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,238,0.2650336246236598
551,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,260,0.2652215177838201
2116,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,338,0.2660134687343706
3660,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe1,185,0.2677831311386122
1009,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,306,0.2692399671596462
112,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,114,0.2704007995421431
2266,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,109,0.2708418901663459
3213,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\8,probe0,232,0.27110041896168
941,\\znas.cortexlab.net\Subjects\FT009\2021-01-19\5,probe0,237,0.2760261297530647
501,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,209,0.2777560511413082
633,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,343,0.2778131796272234
2329,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,173,0.2823089593841975
2214,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,55,0.2836902024251318
2344,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,188,0.2841913291109788
2286,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,129,0.2846469357159872
591,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,301,0.2860778966271853
1998,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,220,0.2867967030943786
74,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,76,0.2912363033440351
1945,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,166,0.2918747072981451
109,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,111,0.2928567830681157
575,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,285,0.293945744595723
1788,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,6,0.2968034721478604
2289,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,133,0.3076233257994625
1887,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,108,0.3079351067197792
4660,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,52,0.3089496265614261
2242,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,85,0.3124693170515806
531,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,239,0.3161610521411989
2818,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,266,0.3185195260974321
1888,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,109,0.3208311729109512
2217,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,58,0.3222148556990152
1935,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,156,0.3230585089218179
1994,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,216,0.3277632684137677
432,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,138,0.3284844247677589
117,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,119,0.3298722230100661
116,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,118,0.3403281298428268
2771,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,219,0.3424443448406239
1890,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,111,0.3469254815532628
2276,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,119,0.3495486213525244
409,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,115,0.3501436046627066
484,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,192,0.3519930801753981
2003,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,225,0.3607753344581173
1790,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,8,0.3611734323966188
4429,\\zinu.cortexlab.net\Subjects\FT022\2021-07-20\1,probe0,110,0.3634523031858381
1883,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,104,0.3664853970280129
1999,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,221,0.3669487552401444
1816,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,34,0.3683242970458796
2829,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,277,0.3710134093987915
106,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,108,0.371947701536094
67,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,69,0.4078269806781256
2742,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,190,0.4164044017623861
1880,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,101,0.4164333838922338
2787,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,235,0.4284724982178191
490,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,198,0.4334318016267887
401,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,105,0.4384195604119137
1919,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,140,0.4392250808764108
2923,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,371,0.4450069011215376
1884,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,105,0.4550594077825016
1914,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,135,0.4608107941516311
2802,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe1,250,0.4627788955708968
1997,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,219,0.4654359146600085
105,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe0,107,0.4844586014019846
2283,\\znas.cortexlab.net\Subjects\FT010\2021-03-16\7,probe0,126,0.494058608985174
2023,\\znas.cortexlab.net\Subjects\FT009\2021-01-20\8,probe0,245,0.5126536604066657
4673,\\zinu.cortexlab.net\Subjects\FT019\2021-07-07\2,probe0,65,0.5236737724053095
500,\\znas.cortexlab.net\Subjects\FT008\2021-01-15\5,probe1,208,0.5587840350530421
